[[-6.0, -5.0, -5.0]]
	[[-5.9, -5.0, -5.0]]
 -- dist: 9.209234 -- rad: 4
	[[-5.8, -5.0, -5.0]]
 -- dist: 9.145491 -- rad: 4
	[[-5.7000003, -5.0, -5.0]]
 -- dist: 9.082401 -- rad: 4
	[[-5.6000004, -5.0, -5.0]]
 -- dist: 9.019978 -- rad: 4
	[[-5.5000005, -5.0, -5.0]]
 -- dist: 8.958237 -- rad: 4
	[[-5.4000006, -5.0, -5.0]]
 -- dist: 8.897191 -- rad: 4
	[[-5.3000007, -5.0, -5.0]]
 -- dist: 8.836855 -- rad: 4
	[[-5.200001, -5.0, -5.0]]
 -- dist: 8.777244 -- rad: 4
	[[-5.100001, -5.0, -5.0]]
 -- dist: 8.718372 -- rad: 4
	[[-5.000001, -5.0, -5.0]]
 -- dist: 8.6602545 -- rad: 4
	[[-4.900001, -5.0, -5.0]]
 -- dist: 8.602907 -- rad: 4
	[[-4.800001, -5.0, -5.0]]
 -- dist: 8.546345 -- rad: 4
	[[-4.7000012, -5.0, -5.0]]
 -- dist: 8.490583 -- rad: 4
	[[-4.6000013, -5.0, -5.0]]
 -- dist: 8.435639 -- rad: 4
	[[-4.5000014, -5.0, -5.0]]
 -- dist: 8.381528 -- rad: 4
	[[-4.4000015, -5.0, -5.0]]
 -- dist: 8.328266 -- rad: 4
	[[-4.3000016, -5.0, -5.0]]
 -- dist: 8.275869 -- rad: 4
	[[-4.2000017, -5.0, -5.0]]
 -- dist: 8.224355 -- rad: 4
	[[-4.100002, -5.0, -5.0]]
 -- dist: 8.173739 -- rad: 4
	[[-4.000002, -5.0, -5.0]]
 -- dist: 8.12404 -- rad: 4
	[[-3.900002, -5.0, -5.0]]
 -- dist: 8.075272 -- rad: 4
	[[-3.800002, -5.0, -5.0]]
 -- dist: 8.027454 -- rad: 4
	[[-3.7000022, -5.0, -5.0]]
 -- dist: 7.9806027 -- rad: 4
	[[-3.6000023, -5.0, -5.0]]
 -- dist: 7.934735 -- rad: 4
	[[-3.5000024, -5.0, -5.0]]
 -- dist: 7.889868 -- rad: 4
	[[-3.4000025, -5.0, -5.0]]
 -- dist: 7.8460193 -- rad: 4
	[[-3.3000026, -5.0, -5.0]]
 -- dist: 7.8032055 -- rad: 4
	[[-3.2000027, -5.0, -5.0]]
 -- dist: 7.761444 -- rad: 4
	[[-3.1000028, -5.0, -5.0]]
 -- dist: 7.7207522 -- rad: 4
	[[-3.0000029, -5.0, -5.0]]
 -- dist: 7.6811466 -- rad: 4
	[[-2.900003, -5.0, -5.0]]
 -- dist: 7.642645 -- rad: 4
	[[-2.800003, -5.0, -5.0]]
 -- dist: 7.6052628 -- rad: 4
	[[-2.7000031, -5.0, -5.0]]
 -- dist: 7.569017 -- rad: 4
	[[-2.6000032, -5.0, -5.0]]
 -- dist: 7.5339246 -- rad: 4
	[[-2.5000033, -5.0, -5.0]]
 -- dist: 7.500001 -- rad: 4
	[[-2.4000034, -5.0, -5.0]]
 -- dist: 7.467263 -- rad: 4
	[[-2.3000035, -5.0, -5.0]]
 -- dist: 7.4357257 -- rad: 4
	[[-2.2000036, -5.0, -5.0]]
 -- dist: 7.4054046 -- rad: 4
	[[-2.1000037, -5.0, -5.0]]
 -- dist: 7.3763146 -- rad: 4
	[[-2.0000038, -5.0, -5.0]]
 -- dist: 7.34847 -- rad: 4
	[[-1.9000038, -5.0, -5.0]]
 -- dist: 7.321886 -- rad: 4
	[[-1.8000038, -5.0, -5.0]]
 -- dist: 7.2965755 -- rad: 4
	[[-1.7000037, -5.0, -5.0]]
 -- dist: 7.272552 -- rad: 4
	[[-1.6000037, -5.0, -5.0]]
 -- dist: 7.2498283 -- rad: 4
	[[-1.5000037, -5.0, -5.0]]
 -- dist: 7.228417 -- rad: 4
	[[-1.4000037, -5.0, -5.0]]
 -- dist: 7.208329 -- rad: 4
	[[-1.3000036, -5.0, -5.0]]
 -- dist: 7.1895766 -- rad: 4
	[[-1.2000036, -5.0, -5.0]]
 -- dist: 7.172169 -- rad: 4
	[[-1.1000036, -5.0, -5.0]]
 -- dist: 7.156117 -- rad: 4
	[[-1.0000036, -5.0, -5.0]]
 -- dist: 7.141429 -- rad: 4
	[[-0.90000355, -5.0, -5.0]]
 -- dist: 7.1281137 -- rad: 4
	[[-0.8000035, -5.0, -5.0]]
 -- dist: 7.1161795 -- rad: 4
	[[-0.7000035, -5.0, -5.0]]
 -- dist: 7.105632 -- rad: 4
	[[-0.6000035, -5.0, -5.0]]
 -- dist: 7.0964785 -- rad: 4
	[[-0.50000346, -5.0, -5.0]]
 -- dist: 7.0887237 -- rad: 4
	[[-0.40000346, -5.0, -5.0]]
 -- dist: 7.0823727 -- rad: 4
	[[-0.30000347, -5.0, -5.0]]
 -- dist: 7.0774293 -- rad: 4
	[[-0.20000347, -5.0, -5.0]]
 -- dist: 7.073896 -- rad: 4
	[[-0.10000347, -5.0, -5.0]]
 -- dist: 7.071775 -- rad: 4
	[[-3.4719706e-6, -5.0, -5.0]]
 -- dist: 7.071068 -- rad: 4
	[[0.09999653, -5.0, -5.0]]
 -- dist: 7.071775 -- rad: 4
	[[0.19999653, -5.0, -5.0]]
 -- dist: 7.073896 -- rad: 4
	[[0.29999653, -5.0, -5.0]]
 -- dist: 7.077429 -- rad: 4
	[[0.39999652, -5.0, -5.0]]
 -- dist: 7.082372 -- rad: 4
	[[0.4999965, -5.0, -5.0]]
 -- dist: 7.088723 -- rad: 4
	[[0.5999965, -5.0, -5.0]]
 -- dist: 7.0964775 -- rad: 4
	[[0.69999653, -5.0, -5.0]]
 -- dist: 7.1056314 -- rad: 4
	[[0.79999655, -5.0, -5.0]]
 -- dist: 7.116178 -- rad: 4
	[[0.8999966, -5.0, -5.0]]
 -- dist: 7.128113 -- rad: 4
	[[0.9999966, -5.0, -5.0]]
 -- dist: 7.141428 -- rad: 4
	[[1.0999966, -5.0, -5.0]]
 -- dist: 7.1561155 -- rad: 4
	[[1.1999966, -5.0, -5.0]]
 -- dist: 7.172168 -- rad: 4
	[[1.2999966, -5.0, -5.0]]
 -- dist: 7.189575 -- rad: 4
	[[1.3999966, -5.0, -5.0]]
 -- dist: 7.208328 -- rad: 4
	[[1.4999967, -5.0, -5.0]]
 -- dist: 7.2284155 -- rad: 4
	[[1.5999967, -5.0, -5.0]]
 -- dist: 7.249827 -- rad: 4
	[[1.6999967, -5.0, -5.0]]
